animal, ,"('some animal eat pumpkin', 'Mother')","[0, 'some animal eat pumpkin']",pumpkin,30.0006160290766,male,EllisWeismer
food, ,"('I think that that horse food', 'Mother')","[0, 'I think that that horse food']",horse,30.0006160290766,male,EllisWeismer
animal, ,"('oh be the cow look outside at the other animal', 'Mother')","[0, 'oh be the cow look outside at the other animal']",cow,30.0006160290766,male,EllisWeismer
animal, ,"('straw they can make bed for the animal with the straw', 'Mother')","[0, 'straw they can make bed for the animal with the straw']",bed,30.0006160290766,male,EllisWeismer
food, ,"('I open the gate so we can give the pig some food', 'Mother')","[0, 'I open the gate so we can give the pig some food']",pig,31.0006365633791,female,EllisWeismer
food, ,"('where the pig food', 'Mother')","[0, 'where the pig food']",pig,30.0006160290766,female,EllisWeismer
animal, ,"('they all look at the animal in the pen', 'Mother')","[0, 'they all look at the animal in the pen']",pen,32.0006570976817,male,EllisWeismer
food, ,"('the sheep be eat all the food', 'Mother')","[0, 'the sheep be eat all the food']",sheep,30.0006160290766,female,EllisWeismer
animal, ,"('maybe some of the animal want to play with the potato', 'Mother')","[0, 'maybe some of the animal want to play with the potato']",potato,30.0006160290766,male,EllisWeismer
animal, ,"('this animal game', 'Mother')","[0, 'this animal game']",game,30.0006160290766,male,EllisWeismer
clothes, ,"('and that where they keep baby clothes and baby diaper', 'Mother')","[0, 'and that where they keep baby clothes and baby diaper']",diaper,30.0006160290766,female,EllisWeismer
animal, ,"('which one of your animal friend will like to eat a pumpkin', 'Mother')","[0, 'which one of your animal friend will like to eat a pumpkin']",pumpkin,30.0006160290766,female,EllisWeismer
toy, ,"('then your other toy the car go up there', 'Mother')","[0, 'then your other toy the car go up there']",car,30.0006160290766,male,EllisWeismer
toy, ,"('that the toy where the car go up there', 'Mother')","[0, 'that the toy where the car go up there']",car,30.0006160290766,male,EllisWeismer
food, ,"('but do you think that the lamb mind if the food be on the floor', 'Mother')","[0, 'but do you think that the lamb mind if the food be on the floor']",lamb,30.0006160290766,female,EllisWeismer
animal, ,"('but maybe we can make a train with the animal', 'Mother')","[0, 'but maybe we can make a train with the animal']",train,30.0006160290766,male,EllisWeismer
food, ,"('oh and their food and water', 'Mother')","[0, 'oh and their food and water']",water,30.0006160290766,male,EllisWeismer
animal, ,"('should we put the horse in with the animal', 'Mother')","[0, 'should we put the horse in with the animal']",horse,30.0006160290766,male,EllisWeismer
food, ,"('oop and there your food and water', 'Mother')","[0, 'oop and there your food and water']",water,30.0006160290766,male,EllisWeismer
toy, ,"('you close the book and we get a different toy cause I think you tire of this', 'Mother')","[0, 'you close the book and we get a different toy cause I think you tire of this']",book,13.0002669459332,female,Ambrose
toy, ,"('yeah on the chair you want some toy', 'Target_Adult')","[0, 'yeah on the chair you want some toy']",chair,14.0002874802357,female,Ambrose
toy, ,"('here mommy have to move your book so you can keep play with the toy', 'Mother')","[0, 'here mommy have to move your book so you can keep play with the toy']",book,13.4602353231073,female,Ambrose
toy, ,"('your rooster a pull toy', 'Mother')","[0, 'your rooster a pull toy']",rooster,18.0003696174459,female,Ambrose
food, ,"('do it look like food to you pumpkin', 'Mother')","[0, 'do it look like food to you pumpkin']",pumpkin,18.0003696174459,female,Ambrose
food, ,"('you actual think it food I think pumpkin', 'Mother')","[0, 'you actual think it food I think pumpkin']",pumpkin,18.0003696174459,female,Ambrose
food, ,"('do you want go play with a ball or some food', 'Mother')","[0, 'do you want go play with a ball or some food']",ball,18.0003696174459,female,Ambrose
food, ,"('see if there food in the oven', 'Mother')","[0, 'see if there food in the oven']",oven,22.0004517546562,female,Ambrose
animal, ,"('oh so many animal in this book', 'Mother')","[0, 'oh so many animal in this book']",book,22.0004517546562,female,Ambrose
food, ,"('that so Barney do get any food on his shirt', 'Mother')","[0, 'that so Barney do get any food on his shirt']",shirt,27.0005544261689,female,Ambrose
animal, ,"('oh maybe we should put some animal in our truck', 'Mother')","[0, 'oh maybe we should put some animal in our truck']",truck,27.0005544261689,female,Ambrose
food, ,"('be that food for the kitty cat', 'Mother')","[0, 'be that food for the kitty cat']",cat,34.0006981662868,female,Ambrose
food, ,"('be that food for the kitty cat', 'Mother')","[0, 'be that food for the kitty cat']",kitty,34.0006981662868,female,Ambrose
food, ,"('that how we know it cat food', 'Mother')","[0, 'that how we know it cat food']",cat,34.0006981662868,female,Ambrose
clothes, ,"('why do you take all your clothes off your baby doll', 'Mother')","[0, 'why do you take all your clothes off your baby doll']",doll,34.0006981662868,female,Ambrose
food, ,"('oh be you go give the dog more food', 'Mother')","[0, 'oh be you go give the dog more food']",dog,27.0005544261689,female,Ambrose
food, ,"('or the dog want more food', 'Mother')","[0, 'or the dog want more food']",dog,27.0005544261689,female,Ambrose
food, ,"('I think the cow need some food', 'Mother')","[0, 'I think the cow need some food']",cow,27.0005544261689,female,Ambrose
animal, ,"('should we put the animal in the car', 'Mother')","[0, 'should we put the animal in the car']",car,13.0002669459332,female,Ambrose
toy, ,"('okay go play with toy and then we can do book', 'Mother')","[0, 'okay go play with toy and then we can do book']",book,13.0002669459332,female,Ambrose
toy, ,"('be you go get a book read with all these toy', 'Mother')","[0, 'be you go get a book read with all these toy']",book,13.0002669459332,female,Ambrose
toy, ,"('I do know if you go to get any milk that just a toy', 'Mother')","[0, 'I do know if you go to get any milk that just a toy']",milk,13.0002669459332,female,Ambrose
animal, ,"('what do I do with the other animal book', 'Mother')","[0, 'what do I do with the other animal book']",book,18.0003696174459,female,Ambrose
animal, ,"('Firstname do you see your animal book', 'Mother')","[0, 'Firstname do you see your animal book']",book,18.0003696174459,female,Ambrose
animal, ,"('maybe some of the animal can ride on the bus', 'Mother')","[0, 'maybe some of the animal can ride on the bus']",bus,22.0004517546562,female,Ambrose
clothes, ,"('look at the mouse he change his clothes', 'Mother')","[0, 'look at the mouse he change his clothes']",mouse,18.0003696174459,female,Ambrose
food, ,"('oh doll hungry okay well good get doll some food', 'Mother')","[0, 'oh doll hungry okay well good get doll some food']",doll,18.0003696174459,female,Ambrose
food, ,"('they cook food on the stove', 'Mother')","[0, 'they cook food on the stove']",stove,22.0004517546562,female,Ambrose
food, ,"('I think you have to push a button that have food on it', 'Mother')","[0, 'I think you have to push a button that have food on it']",button,22.0004517546562,female,Ambrose
toy, ,"('there one toy underneath the couch', 'Mother')","[0, 'there one toy underneath the couch']",couch,27.0005544261689,female,Ambrose
clothes, ,"('I think those be dress up clothes for the doll', 'Mother')","[0, 'I think those be dress up clothes for the doll']",dress,27.0005544261689,female,Ambrose
clothes, ,"('I think those be dress up clothes for the doll', 'Mother')","[0, 'I think those be dress up clothes for the doll']",doll,27.0005544261689,female,Ambrose
animal, ,"('oh she have animal on her bib huh', 'Mother')","[0, 'oh she have animal on her bib huh']",bib,27.0005544261689,female,Ambrose
animal, ,"('she have a animal bib on too', 'Mother')","[0, 'she have a animal bib on too']",bib,27.0005544261689,female,Ambrose
clothes, ,"('it the clothes dryer', 'Mother')","[0, 'it the clothes dryer']",dryer,25.1319328938993,male,Thomas
animal, ,"('will you like to put the animal in the boat', 'Mother')","[0, 'will you like to put the animal in the boat']",boat,24.3947514322676,male,Thomas
clothes, ,"('oh dear without his clothes on he look a poor bear do he', 'Mother')","[0, 'oh dear without his clothes on he look a poor bear do he']",bear,24.6575905049385,male,Thomas
animal, ,"('what about the animal in the tractor', 'Mother')","[0, 'what about the animal in the tractor']",tractor,24.6247356208546,male,Thomas
animal, ,"('will you like to go and get your tractor and farm animal and we have a look and see what happen on the farm today', 'Mother')","[0, 'will you like to go and get your tractor and farm animal and we have a look and see what happen on the farm today']",tractor,24.4276063163515,male,Thomas
animal, ,"('you must be quiet when you near Purdie and when your near duck and animal you must be quiet', 'Mother')","[0, 'you must be quiet when you near Purdie and when your near duck and animal you must be quiet']",duck,24.8875746935255,male,Thomas
toy, ,"('she purr like this toy cat purr', 'Mother')","[0, 'she purr like this toy cat purr']",cat,25.197642662067,male,Thomas
toy, ,"('I do think we have any toy fish have we', 'Mother')","[0, 'I do think we have any toy fish have we']",fish,24.8875746935255,male,Thomas
toy, ,"('I do think we have any toy fish have we', 'Mother')","[0, 'I do think we have any toy fish have we']",fish,24.8875746935255,male,Thomas
clothes, ,"('and this little girl wash her doll clothes', 'Mother')","[0, 'and this little girl wash her doll clothes']",doll,25.197642662067,male,Thomas
toy, ,"('cat have lots_of toy to play with', 'Mother')","[0, 'cat have lots_of toy to play with']",cat,25.1647877779831,male,Thomas
animal, ,"('and the farm send the tractor out to all the animal to get them in because it be snow', 'Mother')","[0, 'and the farm send the tractor out to all the animal to get them in because it be snow']",tractor,24.3947514322676,male,Thomas
animal, ,"('be the animal go for a ride in the tractor', 'Mother')","[0, 'be the animal go for a ride in the tractor']",tractor,24.3947514322676,male,Thomas
animal, ,"('what about put the animal from Noahs_Ark into the tractor', 'Mother')","[0, 'what about put the animal from Noahs_Ark into the tractor']",tractor,24.3947514322676,male,Thomas
animal, ,"('shall we put some of these animal from Noahs_Ark in the tractor', 'Mother')","[0, 'shall we put some of these animal from Noahs_Ark in the tractor']",tractor,24.3947514322676,male,Thomas
toy, ,"('we go to have a look at the toy that the cat play with', 'Mother')","[0, 'we go to have a look at the toy that the cat play with']",cat,25.3619170824863,male,Thomas
toy, ,"('it say cat have lots_of toy to play with', 'Mother')","[0, 'it say cat have lots_of toy to play with']",cat,25.3619170824863,male,Thomas
